/BIC/ZVCH_STMP,DATETO,DATEFROM,TXTSH,TXTMD,TXTLG
1190,00.00.0000,00.00.0000,"ТОО ""УМЕКС""","ТОО ""УМЕКС""","ТОО ""УМЕКС"" Балтийский судремонтный"
1190,31.12.9999,01.01.1000,"ТОО""УМЕКС""",,
1191,00.00.0000,00.00.0000,"ОАО ""НИИСЛ"" г.Одесса","ОАО ""НИИСЛ"" г.Одесса","Опытный завод ОАО ""Одесский научно-исследовательс"
1191,31.12.9999,01.01.1000,"ОАО""НИИСЛ""г.Одесса",,
1192,00.00.0000,00.00.0000,* ВЧД Мызайкюла,* ВЧД Мызайкюла,* Вагонное депо Мызайкюла
1192,31.12.9999,01.01.1000,*ВЧДМызайкюла,,
1193,00.00.0000,00.00.0000,КПА ВЧД г.Астрахань,КПА ВЧД г.Астрахань,Вагонное депо Астрахань
1193,31.12.9999,01.01.1000,КПАВЧДг.Астрахань,,
1194,00.00.0000,00.00.0000,Ширван ВЧДЭ,Ширван ВЧДЭ,Вагонное (эксплуатационное) депо Ширван
1194,31.12.9999,01.01.1000,ШирванВЧДЭ,,
1195,00.00.0000,00.00.0000,Имишлы ВЧДЭ,Имишлы ВЧДЭ,Вагонное (эксплуатационное) депо Имишлы
1195,31.12.9999,01.01.1000,ИмишлыВЧДЭ,,
1196,00.00.0000,00.00.0000,"ТОО ""Арка"" г.Караган","ТОО ""Арка"" г.Караганда","Товарищество с ограниченной ответственностью ""Арка"" г.Карага"
1196,31.12.9999,01.01.1000,"ТОО""Арка""г.Караган",,
1197,00.00.0000,00.00.0000,Лида-ТЧ,Лида-ТЧ,Локомотивное депо Лида
1197,31.12.9999,01.01.1000,Лида-ТЧ,,
1198,00.00.0000,00.00.0000,Атрау-ТЧ (ЗАО НК КТЖ,Атрау-ТЧ (ЗАО НК КТЖ),"Атрау-лок. депо ЗАО Нац. компания ""Казахстан Темир Жолы"""
1198,31.12.9999,01.01.1000,Атрау-ТЧ(ЗАОНККТЖ,,
1199,00.00.0000,00.00.0000,Ульяновск-ТЧ КПА,Ульяновск-ТЧ КПА,Локомотивное депо КПА г.Ульяновск
1199,31.12.9999,01.01.1000,Ульяновск-ТЧКПА,,
1200,00.00.0000,00.00.0000,Калиновское-ЭВЧД,Калиновское-ЭВЧД,"Электродепо ""Калиновское"" г.Екатеринбург"
1200,31.12.9999,01.01.1000,Калиновское-ЭВЧД,,
1201,00.00.0000,00.00.0000,"АО ""Ремонтник""","АО ""Ремонтник"" (ВКМ)","АО ""Ремонтник"" (Вагоно-колесные мастерские)"
1201,31.12.9999,01.01.1000,"АО""Ремонтник""",,
1202,00.00.0000,00.00.0000,"СП ""Вагонсервис""","Красный Узел - СП ""Вагонсервис""","Красный Узел - СП ""Вагонсервис"""
1202,31.12.9999,01.01.1000,"СП""Вагонсервис""",,
1203,00.00.0000,00.00.0000,"Филиал ООО ""ВКМ-Серв","Филиал ООО ""ВКМ-Сервис"" Рузаевка","Филиал ООО ""ВКМ-Сервис"" г.Рузаевка"
1203,31.12.9999,01.01.1000,ВКМСервисРузаевка,,
1204,00.00.0000,00.00.0000,"ООО ""Техкомплекс""","ООО ""Техкомплекс""","Общество с ограниченной ответственностью ""Техкомплекс"""
1204,31.12.9999,01.01.1000,"ООО""Техкомплекс""",,
1205,00.00.0000,00.00.0000,АООТ Волгограднефтем,"АООТ ""Волгограднефтемаш""","Открытое акционерное общество ""Волгограднефтемаш"""
1205,31.12.9999,01.01.1000,АООТВолгограднефтем,,
1206,00.00.0000,00.00.0000,Агадырский колёсный,"ТОО ""Тага А""","Агадырский колёсный цех-филиал ТОО ""Камкор Локомотив"""
1206,31.12.9999,01.01.1000,Агадырскийколёсный,,
1207,00.00.0000,00.00.0000,Рубцовка-ТЧ,Локомотивное депо Рубцовка,Локомотивное депо Рубцовка
1207,31.12.9999,01.01.1000,Рубцовка-ТЧ,,
1208,00.00.0000,00.00.0000,Барановичи-ТЧ,Локомотивное депо Барановичи,Локомотивное депо Барановичи
1208,31.12.9999,01.01.1000,Барановичи-ТЧ,,
1209,00.00.0000,00.00.0000,"ОАО ""Азовобщемаш""","ОАО ""Азовобщемаш""","Открытое акционерное общество ""Азовобщемаш"""
1209,31.12.9999,01.01.1000,"ОАО""Азовобщемаш""",,
1210,00.00.0000,00.00.0000,МАК-Экибастуз,МАК-Экибастуз,МАК-Экибастуз
1210,31.12.9999,01.01.1000,МАК-Экибастуз,,
1211,00.00.0000,00.00.0000,* ВЧД Таллинн,* ВЧД Таллинн,* Вагонное депо Таллинн
1211,31.12.9999,01.01.1000,*ВЧДТаллинн,,
1212,00.00.0000,00.00.0000,Смоляниново-ТЧ,Локомотивное депо Смоляниново,Локомотивное депо Смоляниново
1212,31.12.9999,01.01.1000,Смоляниново-ТЧ,,
1213,00.00.0000,00.00.0000,Междуреченск-ТЧ,Локомотивное депо Междуреченск,Локомотивное депо Междуреченск
1213,31.12.9999,01.01.1000,Междуреченск-ТЧ,,
1214,00.00.0000,00.00.0000,Абакан-ТЧ,Локомотивное депо Абакан,Локомотивное депо Абакан
1214,31.12.9999,01.01.1000,Абакан-ТЧ,,
1215,00.00.0000,00.00.0000,ЭВЧД Самарского метр,ЭВЧД Самарского метро,"Электродепо ""Кировское"" Самарского метрополитена"
1215,31.12.9999,01.01.1000,ЭВЧДСамарскогометр,,
1216,00.00.0000,00.00.0000,Днепроспецсталь,"Запорожский завод ""Днепроспецсталь""","Запорожский завод ""Днепроспецсталь"""
1216,31.12.9999,01.01.1000,Днепроспецсталь,,
1217,00.00.0000,00.00.0000,"ОАО ""Муромтепловоз""","ОАО ""Муромтепловоз""","Открытое акционерное общество ""Муромтепловоз"""
1217,31.12.9999,01.01.1000,"ОАО""Муромтепловоз""",,
1218,00.00.0000,00.00.0000,"АО ""Рэут""","ОАО ""Рэут""","Открытое акционерное общество ""Рэут"" машиностроительное пред"
1218,31.12.9999,01.01.1000,"АО""Рэут""",,
1219,00.00.0000,00.00.0000,"АООТ ""Ижорские завод","ОАО ""Ижорские заводы""","Открытое акционерное общество ""Ижорские заводы"""
1219,31.12.9999,01.01.1000,"АООТ""Ижорскиезавод",,
1220,00.00.0000,00.00.0000,"АО ""ЗИКСТО""","АО ""ЗИКСТО""","Акционерное общество ""ЗИКСТО"""
1220,31.12.9999,01.01.1000,"АО""ЗИКСТО""",,
1221,00.00.0000,00.00.0000,Камбарский МСЗ,Камбарский МСЗ,Камбарский машиностроительный завод
1221,31.12.9999,01.01.1000,КамбарскийМСЗ,,
1222,00.00.0000,00.00.0000,Петропавловский з-д,ОАО Петропавловский з-д тяж.маш.,"Открытое акционерное общество ""Петропавловский завод тяжёлог"
1222,31.12.9999,01.01.1000,Петропавловскийз-д,,
1223,00.00.0000,00.00.0000,Горький-Московский-Т,Горький-Московский-ТЧ,Локомотивное депо Горький-Московский
1223,31.12.9999,01.01.1000,Горький-Московский-Т,,
1224,00.00.0000,00.00.0000,"ЗАО ""Завод точного л","ЗАО ""Завод точного литья""","Закрытое акционерное общество ""Завод точного литья"""
1224,31.12.9999,01.01.1000,"ЗАО""Заводточногол",,
1225,00.00.0000,00.00.0000,"ЗАО ""Гефест-КраМЗ""","ЗАО ""Гефест-КраМЗ""","Закрытое акционерное общество ""Гефест-КраМЗ"" г.Красноярск"
1225,31.12.9999,01.01.1000,"ЗАО""Гефест-КраМЗ""",,
1226,00.00.0000,00.00.0000,"ЗАО ""ЛугцентроКуз""","ЗАО ""ЛугцентроКуз""","Закрытое акционерное общество ""ЛугцентроКуз"" г.Луганск"
1226,31.12.9999,01.01.1000,"ЗАО""ЛугцентроКуз""",,
1227,00.00.0000,00.00.0000,ВЧ Кемерово,Пасс. ваг. участок Кемерово,Пассажирский вагонный участок Кемерово
1227,31.12.9999,01.01.1000,ВЧКемерово,,
1228,00.00.0000,00.00.0000,"ОАО ""Сталь"" г.Луганс","ОАО ""Сталь"" г.Луганск","Открытое акционерное общество ""Сталь"" г.Луганск"
1228,31.12.9999,01.01.1000,"ОАО""Сталь""г.Луганс",,
1229,00.00.0000,00.00.0000,"АО ""Невиномысский АЗ","ОАО ""Невиномысский АЗОТ""","Открытое акционерное общество ""Невиномысский АЗОТ"""
1229,31.12.9999,01.01.1000,"АО""НевиномысскийАЗ",,
1230,00.00.0000,00.00.0000,ЗАО ВРЗ Стерлитамак,"ЗАО ""ВРЗ"" Стерлитамак","ЗАО ""Вагоноремонтный завод"" г.Стерлитамак"
1230,31.12.9999,01.01.1000,ЗАОВРЗСтерлитамак,,
1231,00.00.0000,00.00.0000,"ОАО ""Волгоцеммаш""","ОАО ""Волгоцеммаш""","Открытое акционерное общество ""Волгоцеммаш"" г.Тольятти"
1231,31.12.9999,01.01.1000,"ОАО""Волгоцеммаш""",,
1232,00.00.0000,00.00.0000,"Имуществ.комплекс ""К","Имуществ.комплекс ""КМЗ""","Федеральный государственный имущественный комплекс ""КМЗ"""
1232,31.12.9999,01.01.1000,"Имуществ.комплекс""К",,
1233,00.00.0000,00.00.0000,Ремпутьмаш г.Оренбур,Ремпутьмаш г.Оренбург,"Оренбургский з-д Гос.унитарного предприятия КЗ ""Ремпутьмаш"""
1233,31.12.9999,01.01.1000,Ремпутьмашг.Оренбур,,
1234,00.00.0000,00.00.0000,"ООО ""Меридиан 44"" г.","ООО ""Меридиан 44"" г. Тбилиси","Общество ограниченной ответственности ""Меридиан 44"" г. Тбили"
1234,31.12.9999,01.01.1000,"ООО""Меридиан44""г.",,
1235,00.00.0000,00.00.0000,"ЗАО ""Трансмаш"" г. Лу","ЗАО ""Трансмаш"" г. Луганск","ЗАО Научно-производственный центр ""Трансмаш"" г. Луганск"
1235,31.12.9999,01.01.1000,"ЗАО""Трансмаш""г.Лу",,
1236,00.00.0000,00.00.0000,Котовск-ТЧ,Локомотивное депо Котовск,Локомотивное депо Котовск
1236,31.12.9999,01.01.1000,Котовск-ТЧ,,
1237,00.00.0000,00.00.0000,Курганская Дирекция,Курганская Дирекция по обслуж. пассажиро,Курганская Дирекция по обслуж. пассажиров в пригородном сооб
1237,31.12.9999,01.01.1000,КурганскаяДирекция,,
1238,00.00.0000,00.00.0000,Ковель-ВЧД,Вагонное депо Ковель,Вагонное депо Ковель
1238,31.12.9999,01.01.1000,Ковель-ВЧД,,
1239,00.00.0000,00.00.0000,Людиновский МСЗ,Людиновский машиностроительный завод,Людиновский машиностроительный завод
1239,31.12.9999,01.01.1000,ЛюдиновскийМСЗ,,
1240,00.00.0000,00.00.0000,Знаменка-ТЧ,Локомотивное депо Знаменка,Локомотивное депо Знаменка
1240,31.12.9999,01.01.1000,Знаменка-ТЧ,,
1241,00.00.0000,00.00.0000,"ОАО ""Волгоградский з","ОАО ""Волгоградский завод тракторных дета","ОАО ""Волгоградский завод тракторных деталей и нор"
1241,31.12.9999,01.01.1000,"ОАО""Волгоградскийз",,
1242,00.00.0000,00.00.0000,"Завод ""Красный двига","ЗАО Новороссийский завод ""Красный двигат","ЗАО Новороссийский завод ""Красный двигатель"""
