/BIC/ZVCH_STAT,TXTSH,TXTMD,TXTLG
23722,КАРАБН,КАРАБАНОВО,КАРАБАНОВО
23730,БЕЛЬКВ,БЕЛЬКОВО,БЕЛЬКОВО
23731,ОП138К,ОП 138 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 138 КМ
23732,,БЕЛЬКОВО-САИПС,БЕЛЬКОВО САИПС
23740,КИРЖАЧ,КИРЖАЧ,КИРЖАЧ
23741,ИЛЕЙКН,ИЛЕЙКИНО,ИЛЕЙКИНО
23742,ОП157К,ОП 157 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 157 КМ
23751,ОП168К,ОП 168 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 168 КМ
23752,ВЕТЧИ,ВЕТЧИ,ВЕТЧИ
23753,ОП178К,ОП 178 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 178 КМ
23754,ОП173К,ОП 173 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 173 КМ
23755,САНИНО,САНИНО,САНИНО
23760,ПОТОЧН,ПОТОЧИНО,ПОТОЧИНО
23761,,ПЛ 185 КМ,ПЛАТФОРМА 185 КМ
23762,,ПОТОЧИНО-М,ПОТОЧИНО-М
23780,МАРК,МАРК,МАРК
23781,НВДАЧН,НОВОДАЧНАЯ,НОВОДАЧНАЯ
23782,ДОЛГОП,ДОЛГОПРУДНАЯ,ДОЛГОПРУДНАЯ
23783,ВОДНКИ,ВОДНИКИ,ВОДНИКИ
23784,ХЛЕБНК,ХЛЕБНИКОВО,ХЛЕБНИКОВО
23785,ШЕРЕМТ,ШЕРЕМЕТЬЕВСК,ШЕРЕМЕТЬЕВСКАЯ
23786,АЭР ШР,АЭПРТ ШЕРЕМТ,АЭРОПОРТ ШЕРЕМЕТЬЕВО
23790,ЛОБНЯ,ЛОБНЯ,ЛОБНЯ
23791,ДЕПО,ДЕПО,ДЕПО
23792,ЛУГВАЯ,ЛУГОВАЯ,ЛУГОВАЯ
23793,НЕКРСВ,НЕКРАСОВСКАЯ,НЕКРАСОВСКАЯ
23800,КАТУАР,КАТУАР,КАТУАР
23801,ТРДВАЯ,ТРУДОВАЯ,ТРУДОВАЯ
23810,ИКША,ИКША,ИКША
23811,МОРЗКИ,МОРОЗКИ,МОРОЗКИ
23812,ТУРИСТ,ТУРИСТ,ТУРИСТ
23813,ОП109К,ОП 109 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 109 КМ
23814,Б.РАСТ,БЕЛЫЙ РАСТ,БЕЛЫЙ РАСТ
23815,ОП115К,ОП 115 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 115 КМ
23816,ОП120К,ОП 120 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 120 КМ
23817,БУХАРВ,БУХАРОВО,БУХАРОВО
23818,ОП128К,ОП 128 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 128 КМ
23820,ПОВАР2,ПОВАРОВО 2,ПОВАРОВО 2
23821,ОП136К,ОП 136 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 136 КМ
23830,ЯХРОМА,ЯХРОМА,ЯХРОМА
23831,ОП87КМ,ОП 87 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 87 КМ
23832,ИВАНЦВ,ИВАНЦЕВО,ИВАНЦЕВО
23833,,ПЛ 80 КМ,ПЛАТФОРМА 80 КМ
23834,ДРАЧЕВ,ДРАЧЕВО,ДРАЧЕВО
23835,ОП74КМ,ОП 74 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 74 КМ
23836,ОП71КМ,ОП 71 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 71 КМ
23837,ОП69КМ,ОП 69 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 69 КМ
23840,ДМИТРВ,ДМИТРОВ,ДМИТРОВ
23850,КАНАЛС,КАНАЛСТРОЙ,КАНАЛСТРОЙ
23851,ОП75КМ,ОП 75 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 75 КМ
23852,ОРУДЬВ,ОРУДЬЕВО,ОРУДЬЕВО
23860,ОРУДЬВ,ОРУДЬЕВО,ОРУДЬЕВО
23870,ДМИТ-П,ДМИТРОВ-ПЕР,ДМИТРОВ-ПЕРЕВАЛКА
23880,ВЕРБИЛ,ВЕРБИЛКИ,ВЕРБИЛКИ
23881,ОП94КМ,ОП 94 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 94 КМ
23882,ВЛАСОВ,ВЛАСОВО,ВЛАСОВО
23890,СОРЕВН,СОРЕВНОВАНИЕ,СОРЕВНОВАНИЕ
23891,ЗАПРУД,ЗАПРУДНАЯ,ЗАПРУДНАЯ
23892,ТЕМПЫ,ТЕМПЫ,ТЕМПЫ
23893,МЕЛЬДН,МЕЛЬДИНО,МЕЛЬДИНО
23894,ОП122К,ОП 122 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 122 КМ
23895,ОП119К,ОП 119 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 119 КМ
23900,Б.ВОЛГ,БОЛ. ВОЛГА,БОЛЬШАЯ ВОЛГА
23901,ДУБНА,ДУБНА,ДУБНА
23910,ТАЛД-С,ТАЛДОМ-САВ.,ТАЛДОМ-САВЕЛОВСКИЙ
23911,ОП124К,ОП 124 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 124 КМ
23912,ЛЕБЗИН,ЛЕБЗИНО,ЛЕБЗИНО
23920,Б.ВЛГЭ,БОЛ.ВОЛГА-ЭК,БОЛЬШАЯ ВОЛГА-ЭКСПОРТ
24000,МУРОМ1,МУРОМ1,МУРОМ1
24001,МУРОМ2,МУРОМ2,МУРОМ2
24002,ГРДСКЯ,ГОРОДСКАЯ,ГОРОДСКАЯ
24003,ПРИОКС,ПРИОКСКИЙ,ПРИОКСКИЙ
24004,ПЛ284К,ПЛ 284  КМ,ПЛАТФОРМА 284  КМ
24005,СТРДЕТ,СТРОЙДЕТАЛЬ,СТРОЙДЕТАЛЬ
24011,ПЛ10КМ,ПЛ 10   КМ,ПЛАТФОРМА 10   КМ
24012,Р 15КМ,РЗД 15 КМ,РАЗ'ЕЗД 15  КМ
24013,БУРЦВС,БУРЦЕВСКАЯ,БУРЦЕВСКАЯ
24014,СУСНВС,СУСАНОВСКАЯ,СУСАНОВСКАЯ
24015,БЕЗЛЕС,БЕЗЛЕСНАЯ,БЕЗЛЕСНАЯ
24016,ПЛ32КМ,ПЛ 32   КМ,ПЛАТФОРМА 32   КМ
24017,ОП34КМ,ОП 34 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 34 КМ
24018,ВЫСОКВ,ВЫСОКОВО,ВЫСОКОВО
24020,ЮРОМКА,ЮРОМКА,ЮРОМКА
24030,СЕЛИВН,СЕЛИВАНОВО,СЕЛИВАНОВО
24031,,ОП 55 КМ,ОСТ. ПУНКТ 55 КМ
24040,ВОЛОСТ,ВОЛОСАТАЯ,ВОЛОСАТАЯ
24041,ПЛ67КМ,ПЛ 67   КМ,ПЛАТФОРМА 67   КМ
24042,ОП17КМ,ОП 17 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 17 КМ
24050,НЕРУДН,НЕРУДНАЯ,НЕРУДНАЯ
24051,ТЮРМРВ,ТЮРМЕРОВСКАЯ,ТЮРМЕРОВСКАЯ
24052,ЛЕБЕДВ,ЛЕБЕДЕВО,ЛЕБЕДЕВО
24053,ПЕРЕДЛ,ПЕРЕДЕЛ,ПЕРЕДЕЛ
24054,СУДОГД,СУДОГДА,СУДОГДА
24060,СУДОГД,СУДОГДА,СУДОГДА
24070,ВОСХОД,ВОСХОД,ВОСХОД
24071,ПЛ80КМ,ПЛ 80   КМ,ПЛАТФОРМА 80   КМ
24080,ЭСИНО,ЭСИНО,ЭСИНО
24081,ПЛ89КМ,ПЛ 89   КМ,ПЛАТФОРМА 89   КМ
24082,ОП92КМ,ОП 92 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 92 КМ
24090,КОВР-Г,КОВРОВ-ГРУЗ,КОВРОВ-ГРУЗОВОЙ
24091,,ОП 102 КМ,ОСТ. ПУНКТ 102 КМ
24092,,РЗД 107 КМ,РАЗЪЕЗД 107 КМ
24159,,ВЕКОВКА-ЗАП-ПАРК,ВЕКОВКА-ЗАПАДНЫЙ ПАРК
24160,ВЕКОВК,ВЕКОВКА,ВЕКОВКА
24161,,ВЕКОВКА-НЕЧ-САИПС,ВЕКОВКА-НЕЧЕТНАЯ САИПС
24162,,ВЕКОВКА-ЧЕТ-САИПС,ВЕКОВКА-ЧЕТНАЯ САИПС
24187,ВРСКИЕ,ВАРСКИЕ,ВАРСКИЕ
24190,ТУМСК,ТУМСКАЯ,ТУМСКАЯ
24191,ОП112К,ОП 112 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 112 КМ
24192,ГУРЬЕВ,ГУРЕЕВСКИЙ,ГУРЕЕВСКИЙ
24193,ПЛ9 КМ,ПЛ 9    КМ,ПЛАТФОРМА 9    КМ
24194,ПЛ14КМ,ПЛ 14   КМ,ПЛАТФОРМА 14   КМ
24195,КУРША,КУРША,КУРША
24196,ГОЛ.ДЧ,ГОЛОВ.ДАЧА,ГОЛОВАНОВА ДАЧА
24200,ВЛКДВР,ВЕЛИКОДВОРЬЕ,ВЕЛИКОДВОРЬЕ
24201,ДБРВСК,ДУБРОВСКИЙ,ДУБРОВСКИЙ
24210,КУРЛОВ,КУРЛОВО,КУРЛОВО
24211,ОКАТОВ,ОКАТОВО,ОКАТОВО
24212,ОП71КМ,ОП 71 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 71 КМ
24213,,ОП 77 КМ,ОСТ. ПУНКТ 77 КМ
24220,ГУСЬ-Х,ГУСЬ-ХРУСТ.,ГУСЬ-ХРУСТАЛЬНЫЙ
24221,ОП56КМ,ОП 56 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 56 КМ
24230,КОМСРВ,КОМИССАРОВКА,КОМИССАРОВКА
24231,ПЛ46КМ,ПЛ 46   КМ,ПЛАТФОРМА 46   КМ
24232,ОП42КМ,ОП 42 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 42 КМ
24240,НЕКЛЮД,НЕКЛЮДОВО,НЕКЛЮДОВО
24241,ОП30КМ,ОП 30 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 30 КМ
24251,ОП18КМ,ОП 18 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 18 КМ
24252,ГОЛОВН,ГОЛОВИНО,ГОЛОВИНО
24260,УЛЫБШВ,УЛЫБЫШЕВО,УЛЫБЫШЕВО
24261,ПЛ10КМ,ПЛ 10   КМ,ПЛАТФОРМА 10   КМ
24262,,ВЛАДИМИР-Р-САИПС,ВЛАДИМИР-Р САИПС
24271,ТАСИН,ТАСИН,ТАСИН
24272,СТРУЯ,СТРУЯ,СТРУЯ
24280,ТОРФПР,ТОРФОПРОДУКТ,ТОРФОПРОДУКТ
24281,МИЛЬЦВ,МИЛЬЦЕВО,МИЛЬЦЕВО
24282,ИЛЬИЧВ,ИЛЬИЧЕВ,ИЛЬИЧЕВ
24290,НЕЧАЕВ,НЕЧАЕВСКАЯ,НЕЧАЕВСКАЯ
24300,ЗАКОЛП,ЗАКОЛПЬЕ,ЗАКОЛПЬЕ
24301,ЗЛТКВС,ЗОЛОТКОВСКИЙ,ЗОЛОТКОВСКИЙ
24311,ПЛ232К,ПЛ 232  КМ,ПЛАТФОРМА 232  КМ
24320,АЛФЕРВ,АЛФЕРОВО,АЛФЕРОВО
24330,ДОБРЯТ,ДОБРЯТИНО,ДОБРЯТИНО
24331,МКСМВС,МАКСИМОВСКИЙ,МАКСИМОВСКИЙ
24340,МЕЛЕНК,МЕЛЕНКИ,МЕЛЕНКИ
24341,ЗЛОБИН,ЗЛОБИНО,ЗЛОБИНО
24342,ВРХОУН,ВЕРХОУНЖА,ВЕРХОУНЖА
24350,БУТЫЛЦ,БУТЫЛИЦЫ,БУТЫЛИЦЫ
24351,ЗМНИЦЫ,ЗИМНИЦЫ,ЗИМНИЦЫ
24352,ЛЕВИНО,ЛЕВИНО,ЛЕВИНО
24353,КОНДАК,КОНДАКОВО,КОНДАКОВО
24354,ПАПЛНО,ПАПУЛИНО,ПАПУЛИНО
24355,АМСВО,АМОСОВО,АМОСОВО
24356,ПРСНСК,ПРОСИНСКОЕ,ПРОСИНСКОЕ
24357,СТРГНО,СТРИГИНО,СТРИГИНО
24358,КОЛЬДН,КОЛЬДИНО,КОЛЬДИНО
24360,НАВАШН,НАВАШИНО,НАВАШИНО
24361,ПЛ306К,ПЛ 306  КМ,ПЛАТФОРМА 306  КМ
24362,ВЕЛЕТМ,ВЕЛЕТЬМА,ВЕЛЕТЬМА
24363,СОНИНО,СОНИНО,СОНИНО
24364,РОДЯКВ,РОДЯКОВО,РОДЯКОВО
24371,ОП324К,ОП 324 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 324 КМ
24372,ВАЛТВО,ВАЛТОВО,ВАЛТОВО
24373,СТЕПУР,СТЕПУРИНО,СТЕПУРИНО
24380,ТЕША,ТЕША,ТЕША
24381,ВРДВКА,ВЕРДЕЕВКА,ВЕРДЕЕВКА
24382,ВЕНЕЦ,ВЕНЕЦ,ВЕНЕЦ
24391,САКОНЫ,САКОНЫ,САКОНЫ
24400,МУХТЛВ,МУХТОЛОВО,МУХТОЛОВО
24401,ЛЧДЕВО,ЛИЧАДЕЕВО,ЛИЧАДЕЕВО
24402,БАЛХНХ,БАЛАХОНИХА,БАЛАХОНИХА
24403,МАЯК,МАЯК,МАЯК
24404,ОП386К,ОП 386 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 386 КМ
24411,ШМЛЙКА,ШУМЛЕЙКА,ШУМЛЕЙКА
24412,СЛЕЗВК,СЛЕЗАВКА,СЛЕЗАВКА
24413,ОП408К,ОП 408 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 408 КМ
24414,ОП409К,ОП 409 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 409 КМ
24415,КОСТЛХ,КОСТЫЛИХА,КОСТЫЛИХА
24416,,ОП 393 КМ,ОСТ. ПУНКТ 393 КМ
24417,,ОП 404 КМ,ОСТ. ПУНКТ 404 КМ
24418,,АРЗАМАС II-ЧЕТ-САИПС,АРЗАМАС II-ЧЕТНЫЙ САИПС
24420,АРЗМС2,АРЗАМАС 2,АРЗАМАС 2
24421,ТР-АРЗ,ТРАКТОВЫЙ-АР,ТРАКТОВЫЙ-АРЗАМ
24422,ЩДРВКО,ЩЕДРОВКА,ЩЕДРОВКА
24423,,АРЗАМАС II-НЕЧ-САИПС,АРЗАМАС II-НЕЧЕТНЫЙ САИПС
24429,,АРЗАМАС II-НЕЧ,АРЗАМАС II НЕЧЕТНЫЙ
24430,БОБЫЛС,БОБЫЛЬСКАЯ,БОБЫЛЬСКАЯ
24441,РВЗЕНЬ,РЕВЕЗЕНЬ,РЕВЕЗЕНЬ
24442,ВАДОК,ВАДОК,ВАДОК
24450,ВД.КАР,ВАДОК.КАРЬЕР,ВАДОКСКИЙ КАРЬЕР
24459,,ОП 456 КМ,ОСТ. ПУНКТ 456 КМ
24460,ПЕРВЗС,ПЕРЕВОЗСКАЯ,ПЕРЕВОЗСКАЯ
24461,КЕМАРЫ,КЕМАРЫ,КЕМАРЫ
24470,СМАГИН,СМАГИНО,СМАГИНО
24471,КАМЕНЩ,КАМЕНИЩЕ,КАМЕНИЩЕ
24472,,ОП 498 КМ,ОСТ. ПУНКТ 498 КМ
24481,КАМКНО,КАМКИНО,КАМКИНО
24482,,ОП 512 КМ,ОСТ. ПУНКТ 512 КМ
24490,ТАРТАЛ,ТАРТАЛЕЙ,ТАРТАЛЕЙ
24500,СЕРГАЧ,СЕРГАЧ,СЕРГАЧ
24501,АЧКА,АЧКА,АЧКА
24502,ОП538К,ОП 538 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 538 КМ
24503,АНДОСВ,АНДОСОВО,АНДОСОВО
24504,ЮМОРГА,ЮМОРГА,ЮМОРГА
24510,ПИЛЬНА,ПИЛЬНА,ПИЛЬНА
24521,КУМШКА,КУМАШКА,КУМАШКА
24522,КНЯЖИХ,КНЯЖИХА,КНЯЖИХА
24523,,ОП 568 КМ,ОСТ. ПУНКТ 568 КМ
24524,,ОП 583 КМ,ОСТ. ПУНТК 583 КМ
24530,ШУМЕРЛ,ШУМЕРЛЯ,ШУМЕРЛЯ
24531,МЫСЛЕЦ,МЫСЛЕЦ,МЫСЛЕЦ
24532,,ОП 601 КМ,ОСТ. ПУНКТ 601 КМ
24541,ОП604К,ОП 604 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 604 КМ
24542,ПИНЕР,ПИНЕР,ПИНЕР
24543,ОП614К,ОП 614 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 614 КМ
24544,ЧАРКЛИ,ЧАРКЛИ,ЧАРКЛИ
24545,ОП623К,ОП 623 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 623 КМ
24550,ВУРНАР,ВУРНАРЫ,ВУРНАРЫ
24551,ОП632К,ОП 632 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 632 КМ
24552,АПНРКА,АПНЕРКА,АПНЕРКА
24553,ОП645К,ОП 645 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 645 КМ
24554,АЧАКС,АЧАКС,АЧАКС
24555,ОП652К,ОП 652 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 652 КМ
24556,МОКРЫ,МОКРЫ,МОКРЫ
24557,ОП661К,ОП 661 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 661 КМ
24558,,ОП 641 КМ,ОСТ. ПУНКТ 641 КМ
24559,,КАНАШ-ЧЕТ-САИПС,КАНАШ-ЧЕТНЫЙ САИПС
24560,АРЗМС1,АРЗАМАС 1,АРЗАМАС 1
24570,ПЕШЕЛН,ПЕШЕЛАНЬ,ПЕШЕЛАНЬ
24580,ШАТКИ,ШАТКИ,ШАТКИ
24581,ПОЯ,ПОЯ,ПОЯ
24600,САТИС,САТИС,САТИС
24601,ЛЕСГРС,ЛЕСОГОРСК,ЛЕСОГОРСК
24610,БЕРЕЩН,БЕРЕЩИНО,БЕРЕЩИНО
24620,ПРВМ-Г,ПЕРВОМ-ГОРК,ПЕРВОМАЙСК-ГОРЬКОВСКИЙ
24630,ЛУКОЯН,ЛУКОЯНОВ,ЛУКОЯНОВ
24631,ВЕСЕЛЙ,ВЕСЕЛЕЙ,ВЕСЕЛЕЙ
24632,НИК.ДР,НИКОЛАЙ-ДАР,НИКОЛАЙ-ДАР
24640,РАЗНСК,РАЗИНСКАЯ,РАЗИНСКАЯ
24650,АРЗИНК,АРЗИНКА,АРЗИНКА
24660,УЖОВКА,УЖОВКА,УЖОВКА
24661,КЕНДЯ,КЕНДЯ,КЕНДЯ
24671,ОП97КМ,ОП 97 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 97 КМ
24672,КЕМЛЯ,КЕМЛЯ,КЕМЛЯ
24673,ОП91КМ,ОП 91 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 91 КМ
24680,ОБОРОЧ,ОБРОЧНОЕ,ОБРОЧНОЕ
24681,ОП82КМ,ОП 82 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 82 КМ
24682,ОП76КМ,ОП 76 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 76 КМ
24683,АТЬМА,АТЬМА,АТЬМА
24691,ПЛ67КМ,ПЛ 67   КМ,ПЛАТФОРМА 67   КМ
24692,ОП63КМ,ОП 63 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 63 КМ
24699,,КР. УЗЕЛ-САИПС,КРАСНЫЙ УЗЕЛ САИПС
24700,КР.УЗЛ,КРАСНЫЙ УЗЕЛ,КРАСНЫЙ УЗЕЛ
24701,САХ.ЗД,САХАРН.ЗАВОД,САХАРНЫЙ ЗАВОД
24702,КЧНОВО,КОЧУНОВО,КОЧУНОВО
24703,РЕЙТАР,РЕЙТАРСКИЙ,РЕЙТАРСКИЙ
24704,РМЗНКИ,РЕМЕЗЕНКИ,РЕМЕЗЕНКИ
24705,ОГАРЕВ,ОГАРЕВКА,ОГАРЕВКА
24706,РОМОДН,РОМОДАНВСКИЙ,РОМОДАНОВСКИЙ
24710,ЧАМЗИН,ЧАМЗИНКА,ЧАМЗИНКА
24711,ОП98КМ,ОП 98 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 98 КМ
24720,НУЯ,НУЯ,НУЯ
24721,МАЧКАС,МАЧКАССЫ,МАЧКАССЫ
24722,Р118КМ,РЗД 118 КМ,РАЗ'ЕЗД 118 КМ
24730,АТЯШЕВ,АТЯШЕВО,АТЯШЕВО
24731,ОП133К,ОП 133 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 133 КМ
24732,БОБОЕД,БОБОЕДОВО,БОБОЕДОВО
24733,Р148КМ,РЗД 148 КМ,РАЗ'ЕЗД 148 КМ
24740,АРДАТВ,АРДАТОВ,АРДАТОВ
24750,СВЕТТХ,СВЕТОТЕХНИКА,СВЕТОТЕХНИКА
24751,БАСОВО,БАСОВО,БАСОВО
24760,АЛАТЫР,АЛАТЫРЬ,АЛАТЫРЬ
24770,АЛТЫШВ,АЛТЫШЕВО,АЛТЫШЕВО
24771,Р199КМ,РЗД 199 КМ,РАЗ'ЕЗД 199 КМ
24772,АТРАТ,АТРАТ,АТРАТ
24773,ОП215К,ОП 215  КМ,ОСТАНОВОЧНЫЙ ПУНКТ 215 КМ
24780,КИРЯ,КИРЯ,КИРЯ
24781,Р235КМ,РЗД 235 КМ,РАЗ'ЕЗД 235 КМ
24790,БУИНСК,БУИНСК,БУИНСК
24791,ОП252К,ОП 252 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 252 КМ
24800,ИБРЕСИ,ИБРЕСИ,ИБРЕСИ
24801,Р265КМ,РЗД 265 КМ,РАЗ'ЕЗД 265 КМ
24802,Р275КМ,РЗД 275 КМ,РАЗ'ЕЗД 275 КМ
24803,ЯНГЛИЧ,ЯНГЛИЧИ,ЯНГЛИЧИ
24804,Р289КМ,РЗД 289 КМ,РАЗ'ЕЗД 289 КМ
24808,,КАНАШ ВХ,КАНАШ ВХОДНОЙ
24809,,КАНАШ ВОСТ,КАНАШ ВОСТОЧНЫЙ
24810,КАНАШ,КАНАШ,КАНАШ
24811,ПЛ91КМ,ПЛ 91   КМ,ПЛАТФОРМА 91   КМ
24812,М.ЦИВЛ,МАЛЫЙ ЦИВИЛЬ,МАЛЫЙ ЦИВИЛЬ
24813,АТЫКОВ,АТЫКОВО,АТЫКОВО
24814,ПЛ74КМ,ПЛ 74   КМ,ПЛАТФОРМА 74   КМ
24815,АЛЕШВО,АЛЕШЕВО,АЛЕШЕВО
24816,КИБЕЧИ,КИБЕЧИ,КИБЕЧИ
24817,ПЛ684К,ПЛ 684  КМ,ПЛАТФОРМА 684  КМ
24818,,ОП 98 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 98 КМ
24819,,ОП 672  КМ,ОСТАНОВОЧНЫЙ ПУНКТ 672  КМ
24820,ТРАКИ,ТРАКИ,ТРАКИ
24822,,ОП 98 КМ,ОСТ. ПУНКТ 98 КМ
24823,,КАНАШ-НЕЧ-САИПС,КАНАШ-НЕЧЕТНЫЙ САИПС
24830,ЦИВИЛС,ЦИВИЛЬСК,ЦИВИЛЬСК
24831,ОП46КМ,ОП 46 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 46 КМ
24832,ПЛ38КМ,ПЛ 38 КМ,ПЛАТФОРМА 38 КМ
24833,ОП32КМ,ОП 32 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 32 КМ
24834,ОП28КМ,ОП 28 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 28 КМ
24835,ШОРКИН,ШОРКИНО,ШОРКИНО
24836,ХОРНВР,ХОРНВАРЫ,ХОРНВАРЫ
24837,ЯНРСВО,ЯНОРСОВО,ЯНОРСОВО
24838,МИЖЕРЫ,МИЖЕРЫ,МИЖЕРЫ
24841,П 9 КМ,ПОСТ 9 КМ,ПОСТ 9 КМ
24842,ИШЛЕЙ,ИШЛЕЙ,ИШЛЕЙ
24843,,ОП 6 КМ,ОСТ. ПУНКТ 6 КМ
24850,ЧЕБОКС,ЧЕБОКСАРЫ,ЧЕБОКСАРЫ
24860,НВЧЕБК,НОВОЧЕБОКС.,НОВОЧЕБОКСАРСК
24871,БАТЕЕВ,БАТЕЕВО,БАТЕЕВО
24872,ЧУБАЕВ,ЧУБАЕВО,ЧУБАЕВО
24873,ШОРКСТ,ШОРКИСТРЫ,ШОРКИСТРЫ
24880,УРМАРЫ,УРМАРЫ,УРМАРЫ
24881,ТАНСРН,ТАНСАРИНО,ТАНСАРИНО
24882,ЧШЛАМА,ЧЕШЛАМА,ЧЕШЛАМА
24883,ОП722К,ОП 722 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 722 КМ
24890,ТЮРЛЕМ,ТЮРЛЕМА,ТЮРЛЕМА
24891,ВРБЬЕВ,ВОРОБЬЕВСКИЙ,ВОРОБЬЕВСКИЙ
24892,ШРДАНЫ,ШИРДАНЫ,ШИРДАНЫ
24893,ПЛ746К,ПЛ 746  КМ,ПЛАТФОРМА 746  КМ
24900,СВИЯЖС,СВИЯЖСК,СВИЯЖСК
24901,ОП753К,ОП 753 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 753 КМ
24902,ВЛГ-ПС,ВОЛГА-ПОСТ,ВОЛГА-ПОСТ
24903,ХОДЯЩВ,ХОДЯШЕВО,ХОДЯШЕВО
24904,ОП21КМ,ОП 21 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 21 КМ
24905,БИШБТМ,БИШБАТМАН,БИШБАТМАН
24906,,ПЛ 2 КМ,ПЛАТФОРМА 2 КМ
24907,,ПЛ 4 КМ,ПЛАТФОРМА 4 КМ
24910,АЛБАБА,АЛБАБА,АЛБАБА
24911,КУБНЯ,КУБНЯ,КУБНЯ
24912,УТЯШКИ,УТЯШКИ,УТЯШКИ
24913,ШУШЕРМ,ШУШЕРМА,ШУШЕРМА
24920,КУЛАНГ,КУЛАНГА,КУЛАНГА
24921,ОП55КМ,ОП 55 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 55 КМ
24922,КЛЮЧИ,КЛЮЧИ,КЛЮЧИ
24930,КАРАТН,КАРАТУН,КАРАТУН
24931,КИЛЬДР,КИЛЬДУРАЗЫ,КИЛЬДУРАЗЫ
24932,ПЛ95КМ,ПЛ 95   КМ,ПЛАТФОРМА 95   КМ
24933,ЛОЩИ,ЛОЩИ,ЛОЩИ
24940,БУА,БУА,БУА
24941,БЮРГАН,БЮРГАНЫ,БЮРГАНЫ
24950,БУРУНД,БУРУНДУКИ,БУРУНДУКИ
24951,ЕЛХОВО,ЕЛХОВО,ЕЛХОВО
25000,ЮДИНО,ЮДИНО,ЮДИНО
25001,ОП787К,ОП 787 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 787 КМ
25002,ВРД,ВРД,ВРД
25003,ЗЙМИЩЕ,ЗАЙМИЩЕ,ЗАЙМИЩЕ
25004,ОБСРВТ,ОБСЕРВАТОРИЯ,ОБСЕРВАТОРИЯ
25005,ПЛ774К,ПЛ 774  КМ,ПЛАТФОРМА 774  КМ
25006,ОП771К,ОП 771 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 771 КМ
25007,,ВОСТОЧНЫЙ ПАРК,ВОСТОЧНЫЙ ПАРК
25008,,ЖБК,ЖБК
25009,,ЮДИНО- ЗАП,ЮДИНО ЗАПАДНЫЙ ПАРК
25011,СТ.АРК,СТАРОЕ АРАКЧ,СТАРОЕ АРАКЧИНО
25012,Н.АРАК,НОВ.АРАКЧИНО,НОВОЕ АРАКЧИНО
